i,S,V,Ip(e1 = e2 = 0.90),Im(e1 = e2 = 0.90),R,x,I(e1 = e2 = 0.90)
71,1.24E-15,0.950423,2.11E-09,1.19E-06,0.0495759,0.499706,1.19E-06
72,6.20E-16,0.950423,1.66E-09,1.03E-06,0.0495762,0.502805,1.03E-06
73,3.08E-16,0.950423,1.30E-09,8.84E-07,0.0495764,0.505903,8.85E-07
74,1.52E-16,0.950423,1.02E-09,7.63E-07,0.0495766,0.509001,7.64E-07
75,7.48E-17,0.950423,8.04E-10,6.58E-07,0.0495767,0.512099,6.58E-07
76,3.65E-17,0.950423,6.32E-10,5.67E-07,0.0495769,0.515196,5.68E-07
77,1.77E-17,0.950423,4.97E-10,4.89E-07,0.049577,0.518292,4.90E-07
78,8.52E-18,0.950422,3.90E-10,4.22E-07,0.0495771,0.521386,4.22E-07
79,4.08E-18,0.950422,3.07E-10,3.64E-07,0.0495772,0.524479,3.64E-07
80,1.94E-18,0.950422,2.41E-10,3.14E-07,0.0495773,0.52757,3.14E-07
